text_indice	batch	text	DMesure	gold_score_20	gold_score_20_std	gold_score_20_label	gold_label_trunc	gold_label_maj	ANNOT1_LEVEL	ANNOT1_SUBLEVEL	ANNOT2_LEVEL	ANNOT2_SUBLEVEL	ANNOT3_LEVEL	ANNOT3_SUBLEVEL	old_gold_score_20_label	old_gold_label_trunc	old_gold_label_maj
1088	1_2	Pour planter un rosier    A) Placer le rosier dans le trou de plantation, le point de greffe au niveau du terrain.  B) Quand le trou est rempli et tassé, bien arroser pour que la terre colle aux racines.  C) Creuser un trou assez large et profond pour pouvoir y loger les racines sans les plier : 50 cm de long et de large et 30/40 cm de profondeur environ.  D) Combler le trou de plantation en versant la terre ameublie* entre les racines. Tasser la terre au pied du rosier.  E) Avant de planter, couper au sécateur le bout des racines et praliner** le rosier.  *Terre ameublie : fine, sans motte, sans caillou.   **Praliner : tremper les racines dans un mélange d'eau et de terre argileuse.	Accessible	7.666666666666667	5.033222956847167	Facile	Facile	Facile	Accessible	3	Très Facile	3	Facile	2	Facile	Facile	Facile
1370	1_2	Un film de Stephen Daldry    L'histoire   Dans un petit village minier du nord-est de l'Angleterre, Billy, onze ans, découvre qu'un cours de danse partage désormais les mêmes locaux que son club de boxe. D'abord intrigué puis fasciné par la magie de la gestuelle du ballet, Billy abandonne peu à peu ses gants de boxe pour assister secrète- ment aux cours de danse professés par Mme Wilkinson.  Repérant immédiatement un talent potentiel, celle-ci retrouve une nouvelle énergie devant les espoirs que constitue Billy.  Mais les frustrations explosent au grand jour quand son père et son frère, mineurs en grève, découvrent que Billy a dépensé l'argent consacré au cours de boxe pour des cours de danse, activité nettement moins virile.  Partagé entre une famille en situation de crise et un professeur de ballet têtu, le jeune garçon s'embarque alors dans un voyage à la découverte de lui- même.    Fiche technique    Réalisateur   Stephen Daldry  Scénariste   Lee HALL  Acteurs  Jamie BELL,  Gary LEWIS,  Jamie DRAVEN,  Julie WALTERS,  Jean HEYWOOD  Date de sortie 20 décembre 2000	Accessible	10.666666666666666	2.516611478423583	Accessible	Accessible	Accessible	Accessible	3	Facile	3	Accessible	1	Accessible	Facile	Accessible
1744	1_2	Des recettes vieilles de 4.000 ans ont été testées, et c'est très bon    «Pas de viande.   Préparez de l'eau.   Ajoutez de la graisse, du kurrat, de la coriandre, du sel à volonté, des poireaux, de l'ail.   Pilonnez du levain séché, passez au tamis et dispersez-le par-dessus.»    Bien que relativement simple, cette recette végétarienne nommée «le dénouement» pourrait facilement trouver sa place dans un livre de cuisine moderne. Vous voulez connaître le ou la chef·fe qui l'a confectionnée? Impossible, cette personne est morte il y a environ 4.000 ans.    Des textes cunéiformes gravés sur des tablettes correspondant à l'heure actuelle aux recettes les plus anciennes au monde avaient été décodés il y a près de trente-cinq ans par un assyriologue français. Datant d'environ 1.700 ans avant J.-C., ce trésor historique avait été placé dans la collection babylonienne de Yale, sans que jamais personne ne tente de cuisiner ces mets à nouveau. C'est désormais chose faite.    Une équipe internationale spécialiste en histoire culinaire, en chimie alimentaire et en écriture cunéiforme a uni ses forces pour reconstituer trois des vingt-et-une recettes déchiffrées, dont deux ragoûts d'agneau et une recette végétarienne avec du pain à la bière. Une sorte d'archéologie culinaire qui a pour but d'approfondir la compréhension de la culture babylonienne.	+Complexe	13.666666666666666	2.8867513459481287	Accessible	Accessible	Accessible	+Complexe	2	Accessible	2	Accessible	2	Accessible	Accessible	Accessible
2124	1_2	règlement intérieur du conseil de la vie sociale (CVS)    la loi oblige l’existence du CVS  le CVS est fait pour les usagers    le CVS discute  le CVS donne son avis et des idées pour améliorer la vie et la participation des usagers  au CVS on parle de sujets pour les usagers  le CVS peut revendiquer auprès des collectivités ou des organismes politiques  le CVS échange avec APF France handicap    au CVS il y a une majorité de représentants d’usagers et de leur famille ou représentants légaux  au CVS il y a des représentants des usagers (titulaires et suppléants)  les usagers sous tutelle peuvent être au CVS  si un résident ne parle pas il peut être élu  il a droit à un assistant de communication  au CVS, il peut y avoir des représentants des familles titulaires et suppléants  au CVS il y a des représentants du personnel  au CVS il y a des représentants d’APF France handicap  au CVS il y a le directeur  ou son représentant  au CVS il y a des invités    les élections se font à bulletin secret  si égalité tirage au sort  le CVS est élu pour 3 ans  c’est renouvelable 1 fois  au premier CVS élection du président  si  égalité, le plus âgé est élu  puis élection du président suppléant	Facile	8.0	4.58257569495584	Facile	Facile	Facile	Accessible	3	Très Facile	4	Facile	2	Facile	Facile	Facile
23	1_2	Point infos, la diversité sociale en France.    Charles de Gaulle, qui a été président de la France dans les années 1960, a dit un jour : « Comment voulez-vous gouverner un pays où il existe plus de 300 sortes de fromages ? » Il mettait ainsi l'accent sur la diversité du peuple français.   Diversité due à l'origine : à de nombreuses périodes de son histoire, le territoire de la France a été un lieu d'immigration. On peut repérer ces origines dans les noms de famille : espagnols (Perez), italiens (Rossi), polonais (Michalak), arabes (Hamoudi), etc.   Identité régionale : la France n'a fait son unité linguistique et culturelle que très progressivement, Beaucoup de Bretons, de Provençaux, d'Alsaciens ou de Corses sont très attachés à leur région, à certaines coutumes, à la langue que parlait leur grandsparents et que certains parlent encore. Ils sont fiers de cette identité.    Orientation politique : les Français élisent leurs représentants politiques selon un système majoritaire. C'est donc toujours la droite ou la gauche qui gouverne. On est donc « de droite » ou « de gauche ». Chaque camp est lui-même divisé par les grands débats d'aujourd'hui : l'autorité, l'écologie, la famille, etc.   Inégalités socio-économiques. Depuis quelques années, l'écart entre les hauts et les bas salaires augmente. Les salaires moyens ne progressent pas et 60 % des salariés gagnent moins de 2 000 euros nets par mois. Le système social français, très développé (gratuité de l'école, la sécurité sociale, aides diverses), ne réussit pas à résoudre le problème de ces inégalités.	Accessible	10.333333333333334	2.309401076758504	Accessible	Facile	Facile	Accessible	3	Facile	4	Facile	4	Accessible	Facile	Facile
484	1_2	Ma chère Barbara,   Les moments que nous avons passés ensemble ne t'ont pas beaucoup marquée... C'était au mariage de mon cousin Olivier. Je t'avais fait inviter parce qu'à cette époque nous étions ensemble. Tu ne te souviens pas ? Quelle histoire ! Le mariage de Lucie et d'Olivier devait être le mariage du siècle. Un château avait été réservé un an auparavant. Le mois précédent le mariage, nous avions reçu des instructions pour les vêtements : les petit garçons en costume gris et les petites filles en robe et chaussures blanche. J'avais rencontré les fiancés l'avant-veille du mariage. Ils nageaient dans le bonheur.  Je me rappelle bien le jour du mariage. Ce jour-là, il a plu et il a fait soleil. C'était une promesse de bonheur ! Il y avait trois DJ et un feu d'artific magnifique.   Le surlendemain, les nouveaux mariés sont partis à Bali et la semaine suivante, j'ai reçu une carte postale enthousiaste. Mais, quinze jours après, ils sont revenus et ont annoncé qu'ils allaient divorcer.   Plus tard, j'ai eu les confidences d'Olivier. Deux mois avant le mariage, Lucie et lui savaient qu'ils n'étaient pas faits l'un pour l'autre. Mais ils ont continué à jouer la comédie pour ne pas décevoir leurs parents et avoir une occasion de faire la fête...	Facile	9.666666666666666	2.8867513459481287	Facile	Facile	Facile	Accessible	3	Facile	3	Facile	3	Facile	Facile	Facile
342	1_2	Le tétanos    C'est une maladie encore mortelle dans un cas sur deux.  - Toute plaie qui entre en contact avec la terre peut faire pénétrer le microbe dans notre corps.  - Une piqûre d'épine, de fil de fer, de clou rouillé, une brûlure, une écorchure peuvent provoquer le tétanos.  - Toute plaie, même petite, doit être nettoyée avec de l'eau et du savon puis désinfectée (alcool à 70°, eau oxygénée...).   - Pour se protéger du tétanos pendant dix ans, le seul moyen efficace est la vaccination antitétanique.    D'après le Comité français d'Éducation pour la Santé (CFES), 2, rue Auguste-Comte - 92170 Vanves	Accessible	7.333333333333333	5.131601439446884	Facile	Facile	Facile	Accessible	3	Très Facile	3	Facile	1	Facile	Facile	Facile
1159	1_2	THÉÂTRE LES TANNEURS & KVS    RUE DU CROISSANT  Erika, Martine, Rachid, Augustine, Dylan, Hector, Anne, Amélia, André, Désirée, Tchoupi le chat, tous et beaucoup d'autres encore habitent dans la Rue du Croissant, rue bruxelloise typique où sont installés des habitants venus des quatre coins du monde. Que s'est-il passé Rue du Croissant ? Un accident, une agression, un attentat ou simplement un cri, un râle, un rire ? Un seul événement est au cœur de plusieurs histoires. L'auteur Philippe Blasband tisse un monologue virtuose rendant compte de la diversité des personnages d'une habitation à l'autre. Mohamed Ouachen, acteur bien connu pour ses one man shows (Boumkoeur de Rachid Djaïdani, Djurdjurassique Bled...) virevolte avec habileté d'un personnage à l'autre.    Texte : Philippe Blasband  Avec : Mohamed Ouachen  Coach/œil extérieur : David Strosberg  Création lumière : Reynaldo Ramperssad  Costumes : Ann Weckx  Scénographie : Reynaldo Ramperssad & Ann Weckx  Production : Théâtre Les Tanneurs & KVS	Accessible	11.166666666666666	2.753785273643051	Accessible	Accessible	Accessible	Accessible	3	Accessible	3	Facile	3	Accessible	Facile	Accessible
1172	1_2	Atelier mosaïque    Tous les mercredis de 14h à 18h à l'atelier photo d'HISPANO-BELGA   Atelier promenade photographique qui invite à découvrir les rues, les gens et les histoires du quartier de Saint-Gilles.    RENSEIGNEMENTS ET INSCRIPTIONS  Atelier photo Hispano-Belga, chaussée de Forest 244-246, 1060 Saint-Gilles.   Contact : Rocío Saenz Tél. 02-510.19.30, e-mail: hb.coordination@skynet.be   Jorge Rojas Tél. 0485-58.08.30, e-mail: jorgerojasphotographe@gmail.com     PARTICIPATION GRATUITE  Avec le soutien de la Communauté française	Facile	6.333333333333333	3.7859388972001824	Facile	Facile	Facile	Facile	3	Facile	4	Très Facile	2	Facile	Très Facile	Facile
1	1_2	Avez-vous un don pour la flemme ?    Êtes-vous illuminé par la flemme ? La fée Ronflette s'est-elle penchée sur votre berceau pour vous prodiguer ses bienfaits ? Si vous voulez savoir si vous possédez des dons pour cette science qu'est la paresse, répondez aux quelques questions de ce test.    1) Vous adorez les pommes. Mais vous détestez les manger avec la peau. Que faites-vous ?  a) Vous ne mangez plus de pommes. #  b) Vous épluchez chaque pomme consciencieusement. @  c) Vous mangez la pomme en entier et recrachez l'épluchure ensuite. %    2) Vous vous décidez enfin à déclarer votre flamme à l'élu(e) de votre cœur. Comment ?   a) Vous composez un poème de trois pages, rien que pour lui (elle).@  b) Vous recopiez un poème que vous avez trouvé dans un vieux bouquin. %  c) Vous l'embrassez tendrement. C'est plus rapide et plus expressif. #    3) Quel sport aimeriez-vous pratiquer ?   a) Regarder le foot à la télé. #  b) Le marathon.@   c) La natation, mais uniquement la planche. %    4) Dans un logement, quel est, à votre avis, le meuble le plus important ?   a) Le frigo. @   b) La télé. %  c) Le lit. #    5) Vous rêvez d'inventer :  a) Le robot à tout faire. @  b) Le réveille-matin muet. %  c) Rien. C'est trop fatigant. #    Interprétation des résultats    Vous avez une majorité de #   Bravo ! Sacrément doué pour la paresse, vous êtes un pur et dur. Vous arrosez tous les jours le merveilleux poil qui vous pousse dans la main. Vous avez sans doute quelques ennuis avec les profs, et trouver du travail vous semble impossible... En tout cas, vous pouvez demander votre carte de membre de la Confrérie des Flemmards Réjouis !    Vous avez une majorité de %  Vous n'avez pas encore vraiment trouvé votre voie. Entre le travail gratifiant et la joie de se la couler douce, votre cœur balance.    Vous avez une majorité de @  Toujours prêt, l'effort ne vous fait pas peur. Vous irez loin, mais attention, c'est fatigant! Vous ne goûterez sans doute jamais les plaisirs du hamac. Un dernier conseil: surveillez votre cœur, un accident est si vite arrivé!	Accessible	11.5	2.179449471770337	Accessible	Accessible	Accessible	Accessible	3	Facile	4	Accessible	3	Accessible	Facile	Accessible
157	2_1	"En avance, en retard, ou juste à l'heure?    Pascale, 38 ans, négociatrice dans l'immobilier, à La Roche-sur-Yon: «Le retard, c'est mon plus gros défaut. Au travail, c'est quinze minutes, le ""quart d'heure vendéen"". J'ai toujours choisi des métiers qui permettent une certaine souplesse. Je préfère me faire désirer, me faire attendre plutôt qu'attendre. Je suis en retard parce que j'ai voulu faire une dernière chose au dernier moment. Parce que je flâne, parce que je suis à l'écoute des autres, j'ai toujours quelques minutes pour discuter. Le décalage s'installe vite... Je téléphone toujours pour prévenir. Et je rattrape la situation. Évidemment, quand je tombe vraiment en panne, on ne me croit pas. Mais, en général, on ne m'en veut pas. Même en famille où mon retard peut atteindre une heure. Mes enfants s'impatientent, mon mari râle parfois. En cas de sortie collective, on me cadre pour que tout le monde arrive à l'heure. C'est une attitude un peu égoïste, mais moi, je reste cool, je ne fais pas de remarques aux autres sur leurs défauts. Et ceux qui arrivent en avance manquent souvent de fantaisie. Il faut laisser un peu d'aventure entrer dans le quotidien. Je fais confiance au hasard».  Alice, 44 ans, styliste à Rennes: «Je crois au hasard. Vivre sans l'angoisse de la montre et du calendrier permet des aventures quotidiennes. Je tardais à me décider à accepter un emploi. Finalement, quelqu'un a pris la place et j'ai eu un meilleur job plus tard. Une autre fois, en arrivant en retard, j'ai rencontré mon mari, alors que je n'aurais pas dû être présente à cet endroit-là, à ce moment-là. Je cours toujours et je travaille mieux dans l'urgence. J'attends les rappels pour régler les factures; les impôts, c'est mon mari qui s'en occupe. Quand j'arrive en retard, souvent je ne rate pas grand-chose: une réunion qui ne démarre pas à l'heure, un apéro qui traîne... Voler un peu de temps au temps, c'est amusant. C'est aussi une façon ludique de vivre, il faut être joueur et parier sur la chance. C'est fatigant, ça donne le vertige, mais j'aime ça»."	Accessible	9.666666666666666	2.8867513459481287	Facile	Facile	Facile	Accessible	3	Facile	3	Facile	3	Facile	Facile	Facile
